Date,Close,High,Low,Open,Volume,Symbol
2021-05-26,699.5128784179688,704.2250538719275,696.1740613259808,700.9099392941847,12283990,HDFCBANK.NS
2021-05-27,702.1649780273438,705.1722490585071,692.5984695791637,697.6421913176409,20439496,HDFCBANK.NS
2021-05-28,712.0155639648438,716.5383506375555,700.3179682784436,706.0720716848272,17750020,HDFCBANK.NS
2021-05-31,717.8880615234375,719.6166685711843,704.461858834904,710.3817063881385,15661054,HDFCBANK.NS
2021-06-01,715.9226684570312,723.168585066384,713.8152258292779,719.9955698673149,11030162,HDFCBANK.NS
2021-06-02,712.2760620117188,715.2122832918838,707.0665961326437,715.1175888548506,10624016,HDFCBANK.NS
2021-06-03,720.1139526367188,722.1976927085534,704.5802496675188,714.1704026204795,10287260,HDFCBANK.NS
2021-06-04,710.8316040039062,720.1613185961918,710.002825332082,717.9591237059993,9424476,HDFCBANK.NS
2021-06-07,710.3106689453125,717.0119480537238,708.4873674295712,715.1175968039121,8091668,HDFCBANK.NS
2021-06-08,702.3544921875,710.9974705499297,701.6204078871059,708.7479282364206,9872540,HDFCBANK.NS
2021-06-09,701.0521240234375,711.3289573399608,697.1450242244664,702.7570287371487,10223442,HDFCBANK.NS
2021-06-10,701.4072875976562,705.1722877692647,697.9027260492259,701.9045201388227,11483540,HDFCBANK.NS
2021-06-11,703.917236328125,708.7478667213167,701.4072555985663,706.1194312271526,7205974,HDFCBANK.NS
2021-06-14,700.6494750976562,703.7514984338662,692.645887212192,700.0811928397461,8881964,HDFCBANK.NS
2021-06-15,705.7642822265625,708.4874123207096,698.4473731849562,703.7515338961059,7569602,HDFCBANK.NS
2021-06-16,703.0885009765625,707.5402382681639,700.0101799934681,704.6987112068459,7702098,HDFCBANK.NS
2021-06-17,694.3270874023438,700.3179848535726,691.4382132789289,694.2797401828149,9283802,HDFCBANK.NS
2021-06-18,700.815185546875,705.6457575412113,689.0701860553439,695.9372085280604,11938060,HDFCBANK.NS
2021-06-21,705.0300903320312,706.498258668373,690.9645566822982,692.0774763800032,7260472,HDFCBANK.NS
2021-06-22,702.7096557617188,714.17045829429,700.909998856465,708.960992086573,14366824,HDFCBANK.NS
2021-06-23,703.5146484375,709.3398012662327,700.2468811875038,705.645793451279,7844868,HDFCBANK.NS
2021-06-24,713.3416748046875,716.7514840843272,704.6986968360997,705.6458725038901,14785024,HDFCBANK.NS
2021-06-25,717.5328979492188,720.8006654850395,713.6968481510871,715.6385466601647,10383176,HDFCBANK.NS
2021-06-28,714.3361206054688,721.2741931855088,712.749613095332,719.853429837146,9356786,HDFCBANK.NS
2021-06-29,714.4312744140625,717.3563983620929,709.722451918842,716.785656631066,10971692,HDFCBANK.NS
2021-06-30,712.4574584960938,717.7370233979096,710.6500126812062,712.5050106362283,9679022,HDFCBANK.NS
2021-07-01,707.154052734375,714.4075246053683,705.3704121103602,714.4075246053683,16911442,HDFCBANK.NS
2021-07-02,704.1337280273438,708.3431080594358,702.5165490037177,706.3216487952071,14827036,HDFCBANK.NS
2021-07-05,711.2921142578125,715.5966570879147,706.107711679034,708.6761078676606,7373882,HDFCBANK.NS
2021-07-06,729.9608154296875,732.481717291606,711.5536682261314,712.0293057048922,17669032,HDFCBANK.NS
2021-07-07,732.243896484375,735.0263641150248,726.6313510263612,729.6278903585783,9629190,HDFCBANK.NS
2021-07-08,723.1830444335938,731.3877916578379,719.8535817918715,725.3472183752016,8420922,HDFCBANK.NS
2021-07-09,714.4075927734375,721.0665184051472,712.2672238203879,719.4255920989655,10695842,HDFCBANK.NS
2021-07-12,707.2730102539062,714.4075732356201,705.8460976575634,714.4075732356201,14458978,HDFCBANK.NS
2021-07-13,714.336181640625,716.3576410548972,705.8936158516059,711.601265962492,18178142,HDFCBANK.NS
2021-07-14,713.0519409179688,716.9521450358477,709.2230359732336,712.2671274624448,9788494,HDFCBANK.NS
2021-07-15,723.3019409179688,726.1795710886405,713.2898061320276,715.8344552077314,10438802,HDFCBANK.NS
2021-07-16,724.0867919921875,727.7016256569119,722.3983135745475,726.7503505840253,5170628,HDFCBANK.NS
2021-07-19,699.6627807617188,708.1528987460736,697.2845931996463,707.2729809603507,25111600,HDFCBANK.NS
2021-07-20,686.4161987304688,691.5768534593777,683.0867365748871,685.8692040498094,24174250,HDFCBANK.NS
2021-07-22,689.0560913085938,698.4737379663374,687.2962556086874,692.5758207696305,13207114,HDFCBANK.NS
2021-07-23,686.2260131835938,693.217861311592,682.6825369811414,690.3878413695973,13126684,HDFCBANK.NS
2021-07-26,682.3258056640625,686.8205568594655,679.2579089216915,680.161631792961,13167166,HDFCBANK.NS
2021-07-27,684.799072265625,689.6268043734378,683.0629838249257,683.0629838249257,22401430,HDFCBANK.NS
2021-07-28,674.12109375,684.2996904317964,667.7950913834882,682.5636598981887,20670342,HDFCBANK.NS
2021-07-29,674.5728759765625,680.1378114327916,672.2184936053619,679.3292509173456,13702230,HDFCBANK.NS
2021-07-30,678.4730834960938,680.9939854514296,669.6737898129428,674.9296073725011,11655488,HDFCBANK.NS
2021-08-02,676.665771484375,682.5398836091144,673.6216795549884,682.5398836091144,13258786,HDFCBANK.NS
2021-08-03,682.3970947265625,684.8704445513364,670.6488717578449,670.6488717578449,12033120,HDFCBANK.NS
2021-08-04,696.9517211914062,701.3275634015005,684.9180680218112,685.3937055690486,22053948,HDFCBANK.NS
2021-08-05,706.2503051757812,716.8094921374355,693.1940794890436,697.8077398506728,18822408,HDFCBANK.NS
2021-08-06,709.9603881835938,713.4563125026119,701.0897364192333,705.632098166656,13339270,HDFCBANK.NS
2021-08-09,715.311279296875,716.9522055194989,702.0409808514629,709.6511811858961,10998048,HDFCBANK.NS
2021-08-10,717.094970703125,722.8501735007229,708.2243186988494,708.2243186988494,14838346,HDFCBANK.NS
2021-08-11,711.0542602539062,722.4220081617676,709.1993204454371,720.5432632537157,12585786,HDFCBANK.NS
2021-08-12,714.1221923828125,717.0711218163615,708.3669899366287,712.0293756584126,8597674,HDFCBANK.NS
2021-08-13,725.91796875,728.2010520986385,713.9319263227017,714.027030603386,16658428,HDFCBANK.NS
2021-08-16,728.0107421875,730.1035587891065,723.6586474723767,725.8941785477451,6252778,HDFCBANK.NS
2021-08-17,720.4244384765625,724.8716380293928,715.9772389237322,721.6372794121205,8282666,HDFCBANK.NS
2021-08-18,719.6395263671875,744.5391374947473,717.4278004141593,740.4248615711514,22985932,HDFCBANK.NS
2021-08-20,720.471923828125,722.8739164966347,706.8211504103504,706.8211504103504,13150406,HDFCBANK.NS
2021-08-23,725.1569213867188,729.2236452390042,717.570526480986,727.6540182634369,10843054,HDFCBANK.NS
2021-08-24,741.447509765625,744.1348732691891,726.5124805626797,727.725379419533,18381314,HDFCBANK.NS
2021-08-25,740.7578735351562,744.2776027396884,736.2868693056814,738.2369714945701,7727974,HDFCBANK.NS
2021-08-26,739.521240234375,747.2265448434088,734.122707926727,737.2381569110653,11119002,HDFCBANK.NS
2021-08-27,736.5008544921875,741.35239176859,734.9788377356009,738.189390820678,6382138,HDFCBANK.NS
2021-08-30,745.9185180664062,746.750883701105,737.9991419868863,739.9016920090548,9049166,HDFCBANK.NS
2021-08-31,752.173095703125,753.1005655316161,743.04082157555,743.6591735020199,12062576,HDFCBANK.NS
2021-09-01,751.0792236328125,760.0687847011596,748.8913025732014,749.1291213418814,12422558,HDFCBANK.NS
2021-09-02,755.7880249023438,757.2149374729586,747.3454588595391,748.701014189379,9618524,HDFCBANK.NS
2021-09-03,749.6286010742188,760.0688223113899,745.9424099772768,754.4087237244855,10735334,HDFCBANK.NS
2021-09-06,744.70556640625,751.9590378515261,742.9219258869199,751.4834003797047,7876896,HDFCBANK.NS
2021-09-07,746.3941650390625,752.4585433116437,739.7114347769459,743.1836118359313,7245496,HDFCBANK.NS
2021-09-08,749.794921875,751.7450238964017,744.6580139570113,747.6783002895594,6724080,HDFCBANK.NS
2021-09-09,746.0849609375,751.2456161314306,742.4701275979534,748.6534150154891,8250948,HDFCBANK.NS
2021-09-13,739.8779907226562,753.4098553676172,738.9742677939986,742.9458295986225,8959164,HDFCBANK.NS
2021-09-14,736.5484619140625,744.1348566916412,735.6209339673617,741.9944879763249,9758506,HDFCBANK.NS
2021-09-15,735.7161254882812,739.521225577569,730.1035796320939,730.1035796320939,14822998,HDFCBANK.NS
2021-09-16,741.970703125,744.0397727219095,730.7219225742858,731.411573732443,10260550,HDFCBANK.NS
2021-09-17,752.5298461914062,755.7879512981008,741.6139312525427,746.2752017537572,20498102,HDFCBANK.NS
2021-09-20,741.9231567382812,752.3158246968031,741.04323895895,743.8970640127071,8781610,HDFCBANK.NS
2021-09-21,738.1655883789062,746.1087693954601,727.2259259755568,742.9457684361612,14774996,HDFCBANK.NS
2021-09-22,729.4852294921875,737.3095014073501,727.7253939209189,736.7625066558845,10582202,HDFCBANK.NS
2021-09-23,746.7508544921875,747.7021294660628,733.4330048579319,733.4330048579319,13664304,HDFCBANK.NS
2021-09-24,761.75732421875,764.8013580210053,749.1291243270337,751.0316744840547,20806702,HDFCBANK.NS
2021-09-27,772.95849609375,777.9051377473095,764.8251063880609,768.487491944163,16415462,HDFCBANK.NS
2021-09-28,768.1784057617188,776.2404385627441,752.4585623812875,776.2404385627441,12773790,HDFCBANK.NS
2021-09-29,758.0948486328125,764.1592270047574,753.9568254387971,759.5931184310665,16263036,HDFCBANK.NS
2021-09-30,758.6180419921875,764.0403213516778,752.9817489724259,754.361109397566,15975348,HDFCBANK.NS
2021-10-01,752.7914428710938,755.7879823250635,744.4915917774107,752.9341573446038,11128596,HDFCBANK.NS
2021-10-04,754.2421875,761.6621211029538,753.2195552330974,755.7880094198329,7051028,HDFCBANK.NS
2021-10-05,758.8558349609375,759.8309150717456,749.7236180793985,757.2149087913734,10257178,HDFCBANK.NS
2021-10-06,768.1070556640625,773.7909008998,754.8367570191563,759.1174947716279,18600830,HDFCBANK.NS
2021-10-07,766.01416015625,774.1951015729854,764.3494289792573,773.6719119581737,11265724,HDFCBANK.NS
2021-10-08,762.2804565429688,771.4840306228035,761.0913627843023,766.7276555881376,7245562,HDFCBANK.NS
2021-10-11,777.0965576171875,782.4236743028476,760.5443496718865,760.9724350269096,13080848,HDFCBANK.NS
2021-10-12,775.098876953125,780.7827800509983,772.9109560129631,772.9109560129631,8176946,HDFCBANK.NS
2021-10-13,779.7601928710938,783.8506640933167,775.2891883932683,778.6186511655094,6225644,HDFCBANK.NS
2021-10-14,802.5908203125,803.8274663407793,779.0943135302938,779.0943135302938,14757288,HDFCBANK.NS
2021-10-18,794.4573364257812,820.4746843514532,792.9115145567133,810.9619343879581,28856456,HDFCBANK.NS
2021-10-19,803.208984375,804.9926249141711,794.7902242545991,796.9067878032625,8987540,HDFCBANK.NS
2021-10-20,796.1458740234375,807.9892602226093,791.6748695952446,803.3993464110135,10908568,HDFCBANK.NS
2021-10-21,797.3110961914062,799.9984013872862,789.9624626090248,795.170727624711,9738190,HDFCBANK.NS
2021-10-22,799.4277954101562,812.3889183760505,794.6714200098281,799.1186193968903,12175554,HDFCBANK.NS
2021-10-25,788.13134765625,803.827385358517,767.5838306159519,803.827385358517,16426766,HDFCBANK.NS
2021-10-26,786.1099243164062,796.1458645438692,783.0658325252933,784.8019211145486,12090656,HDFCBANK.NS
2021-10-27,781.3773803710938,791.9603157232438,778.7613738795511,786.109950708577,13249642,HDFCBANK.NS
2021-10-28,757.9758911132812,784.8018571141539,754.9080525326855,784.8018571141539,17797750,HDFCBANK.NS
2021-10-29,752.8628540039062,761.9713243308421,741.9945480375242,756.2636739613226,12406874,HDFCBANK.NS
2021-11-01,763.5408935546875,766.252004050304,753.1957780437663,753.885429186674,8122320,HDFCBANK.NS
2021-11-02,764.2305908203125,771.4840630530865,761.043842637615,763.873862677717,13237722,HDFCBANK.NS
2021-11-03,752.1968994140625,765.728821094555,749.3906846195152,763.4457378753382,10207338,HDFCBANK.NS
2021-11-04,758.1423950195312,759.9973929432354,756.3112021961033,758.6418376355663,1096808,HDFCBANK.NS
2021-11-08,761.138916015625,763.2554796846038,746.9648951674751,757.2624587445608,18943580,HDFCBANK.NS
2021-11-09,747.821044921875,758.4515312291761,746.2990281757783,758.4515312291761,12695476,HDFCBANK.NS
2021-11-10,739.7352294921875,746.2752451845312,737.2381325914745,745.7996076796335,13714126,HDFCBANK.NS
2021-11-11,736.4295654296875,739.5687613215156,730.3889343351215,737.2619310557671,7999404,HDFCBANK.NS
2021-11-12,738.6650390625,741.5426691680743,734.8837441539887,737.2381265594817,14914092,HDFCBANK.NS
2021-11-15,740.6865234375,747.6308195742927,739.3309681261308,742.9933537829838,9533594,HDFCBANK.NS
2021-11-16,736.286865234375,740.6627071004274,733.2427735591466,739.6163278032643,8245406,HDFCBANK.NS
2021-11-17,728.10595703125,734.3843492276189,727.0119674834298,731.0073343634929,7598878,HDFCBANK.NS
2021-11-18,732.1964111328125,734.1465133558511,725.4661286012387,725.8466618423676,9152874,HDFCBANK.NS
2021-11-22,720.7572631835938,738.5223119294355,713.0044068868091,735.3355639518028,15261272,HDFCBANK.NS
2021-11-23,720.8524780273438,726.6790377392206,711.7202026626078,714.407566305228,11235214,HDFCBANK.NS
2021-11-24,722.0415649414062,730.7456967746908,720.1390148495992,724.8715849784808,30802286,HDFCBANK.NS
2021-11-25,725.7990112304688,729.294993262682,716.7857039376246,720.4956996177941,10251652,HDFCBANK.NS
2021-11-26,708.65234375,716.6430191487968,706.3217083190601,713.4562710293536,18624936,HDFCBANK.NS
2021-11-29,714.0508422851562,717.0949340909893,695.3820692229132,710.983003439544,12990996,HDFCBANK.NS
2021-11-30,710.3884887695312,727.2498167576367,707.0590259066774,711.078139995204,25221542,HDFCBANK.NS
2021-12-01,715.66796875,716.8095103506997,708.2717824753072,711.0780553091722,8677634,HDFCBANK.NS
2021-12-02,725.7039184570312,727.15463606218,713.4562527842353,715.596621542588,11203110,HDFCBANK.NS
2021-12-03,719.901123046875,730.5553560310378,716.809479461367,725.7276821118706,8124694,HDFCBANK.NS
2021-12-06,715.2637329101562,722.3982957810733,712.1958360389292,719.6395749131635,7029532,HDFCBANK.NS
2021-12-07,725.6801147460938,728.6766542380091,718.165077039117,720.0913740885894,12427534,HDFCBANK.NS
2021-12-08,739.0455932617188,739.6401401548495,729.6279472500399,730.5792222790491,15295534,HDFCBANK.NS
2021-12-09,726.2271118164062,739.4736046987022,723.9202815328325,734.9550484079257,11747744,HDFCBANK.NS
2021-12-10,724.1819458007812,726.7741471193556,717.4754101669981,725.2996823860045,7779384,HDFCBANK.NS
2021-12-13,718.7596435546875,731.3640377223576,716.8808405306988,725.8228490514963,10322142,HDFCBANK.NS
2021-12-14,714.6215209960938,721.0664321863622,712.0531250085195,714.6453260949929,9191100,HDFCBANK.NS
2021-12-15,713.456298828125,724.5624236009718,711.387287173768,714.8832114257813,10115148,HDFCBANK.NS
2021-12-16,713.5038452148438,721.5421310623909,710.6024679019197,719.5444766662719,13210432,HDFCBANK.NS
2021-12-17,700.637939453125,716.3101740201104,698.0932320273793,712.0294359283567,14994768,HDFCBANK.NS
2021-12-20,678.0925903320312,693.4794513193636,672.5989541701382,690.6256264168148,21156668,HDFCBANK.NS
2021-12-21,685.7742309570312,690.0311637314365,680.1616847395859,684.6802413864573,9118750,HDFCBANK.NS
2021-12-22,687.3914184570312,692.5283276282156,682.8728613742923,690.7684917783773,8577484,HDFCBANK.NS
2021-12-23,686.8681030273438,693.3843716225142,683.4197311478777,691.220197770224,9779166,HDFCBANK.NS
2021-12-24,684.394775390625,690.6256147099941,679.2103152933,687.5339711179728,5561024,HDFCBANK.NS
2021-12-27,690.0548706054688,691.5768872980073,676.4278453611157,679.6383983110893,4705098,HDFCBANK.NS
2021-12-28,694.811279296875,697.7126564182305,691.2915502045277,694.7636690981695,5450678,HDFCBANK.NS
2021-12-29,691.505615234375,694.9064352050838,688.4377763732563,692.5520526429435,7668702,HDFCBANK.NS
2021-12-30,695.144287109375,697.6889364181256,687.2962674464912,693.7173744433961,7215918,HDFCBANK.NS
2021-12-31,703.6581420898438,706.2265962494574,695.1442190705774,695.1442190705774,6325736,HDFCBANK.NS
2022-01-03,722.8025512695312,724.3959253104654,704.1813312029835,706.3216999908345,9069184,HDFCBANK.NS
2022-01-04,727.0357055664062,729.1047170271323,717.1662276895983,722.9689818191866,8857352,HDFCBANK.NS
2022-01-05,744.3013305664062,747.7021503050373,726.8216524342752,730.9597335226943,14332638,HDFCBANK.NS
2022-01-06,732.36279296875,739.4973550044904,727.749132743457,733.9086147431605,9628930,HDFCBANK.NS
2022-01-07,737.499755859375,745.2050602081262,730.5316548059,734.3843069802756,11179384,HDFCBANK.NS
2022-01-10,741.5902099609375,747.7021401431209,735.0977465592833,741.0432152309048,8856496,HDFCBANK.NS
2022-01-11,744.80078125,746.1325314282669,736.191754015291,742.731769713943,8389198,HDFCBANK.NS
2022-01-12,740.401123046875,749.9138730090968,738.1893970684148,745.7995970381922,21085530,HDFCBANK.NS
2022-01-13,726.7741088867188,739.6163215437484,723.1592754547615,739.6163215437484,41963896,HDFCBANK.NS
2022-01-14,734.9312744140625,736.6197526556398,722.4933425207672,727.7253548760855,11208968,HDFCBANK.NS
2022-01-17,723.6824951171875,740.0919897485006,722.5647585444003,727.7254140843227,22989372,HDFCBANK.NS
2022-01-18,727.36865234375,737.6662159084163,724.3959179463994,729.1522929821604,12341152,HDFCBANK.NS
2022-01-19,722.2317504882812,732.3628526288228,719.8060108107658,729.6279369589961,14317626,HDFCBANK.NS
2022-01-20,717.7369995117188,727.0119309169397,713.5038140786304,726.9881258170541,15197846,HDFCBANK.NS
2022-01-21,723.72998046875,727.6302426550222,706.6070311292943,713.4562224773198,11537694,HDFCBANK.NS
2022-01-24,707.1065063476562,723.5635523601698,698.0218416410312,718.1888253449379,11868508,HDFCBANK.NS
2022-01-25,707.7724609375,711.0781185988046,686.8206041850661,693.7887057220415,13594248,HDFCBANK.NS
2022-01-27,701.5415649414062,706.3217454329671,682.5398684823622,689.6744315675436,28617838,HDFCBANK.NS
2022-01-28,695.9766845703125,707.130362526873,694.4308624450068,702.7545200428066,24925208,HDFCBANK.NS
2022-01-31,706.6546630859375,709.4371891168743,697.6651601162798,700.4951802272873,12842546,HDFCBANK.NS
2022-02-01,712.029296875,721.5420463322478,700.8280111646047,717.4991278129174,14739484,HDFCBANK.NS
2022-02-02,728.296142578125,730.1035883666477,716.1198337589774,719.1401203787386,13969290,HDFCBANK.NS
2022-02-03,720.7572631835938,732.457933895551,717.7369767162163,727.1308172000766,10564762,HDFCBANK.NS
2022-02-04,724.8715209960938,729.0809010904223,720.1626983222618,726.9643375245986,11579958,HDFCBANK.NS
2022-02-07,698.3072509765625,722.4934077542481,694.4307934965123,719.211497186438,12268042,HDFCBANK.NS
2022-02-08,695.3106689453125,703.2062398464973,687.0821750180488,702.23121780657,13981130,HDFCBANK.NS
2022-02-09,712.3147583007812,713.313585508527,697.7602613931682,701.0897241264689,11308342,HDFCBANK.NS
2022-02-10,725.3947143554688,730.3413557953064,714.2410385936968,720.1151499017218,14314530,HDFCBANK.NS
2022-02-11,722.4220581054688,725.3472405566795,713.2184834195023,713.5752115705957,10711104,HDFCBANK.NS
2022-02-14,700.9468994140625,713.1945639712604,698.8541410454925,708.6998132126188,14656620,HDFCBANK.NS
2022-02-15,721.922607421875,725.2996219974043,700.6378296890821,702.0409370637402,13135066,HDFCBANK.NS
2022-02-16,720.947509765625,729.9846218788012,716.7856818187674,729.7943552747017,10032264,HDFCBANK.NS
2022-02-17,716.5479125976562,723.9202940415751,714.4075437913573,719.6871085679842,7351208,HDFCBANK.NS
2022-02-18,719.3303833007812,721.5421093550166,708.9139101230298,712.6477110600987,7796128,HDFCBANK.NS
2022-02-21,723.9678344726562,728.0583054018553,711.3396935564448,715.3588072476773,7468066,HDFCBANK.NS
2022-02-22,718.5455322265625,723.9678112195843,707.7247793394828,708.6047551441089,9536196,HDFCBANK.NS
2022-02-23,713.88427734375,725.6800515483579,711.3871806716929,725.3946806837941,9029562,HDFCBANK.NS
2022-02-24,675.119873046875,701.5415010977686,669.2933137242217,689.6268166665427,23630766,HDFCBANK.NS
2022-02-25,692.5757446289062,697.2370153028564,681.5171728738023,684.8941874749454,18318654,HDFCBANK.NS
2022-02-28,678.3779296875,684.2282936903597,672.5751758797768,678.2590203220859,24880832,HDFCBANK.NS
2022-03-02,653.6448364257812,665.1314936990638,644.2034436334029,659.4713958190617,38505560,HDFCBANK.NS
2022-03-03,652.0990600585938,662.0874482870623,648.2464076398575,656.8554354054835,17527922,HDFCBANK.NS
2022-03-04,649.9586791992188,659.2336109550803,635.8798200435912,646.8670352805982,21219364,HDFCBANK.NS
2022-03-07,630.12451171875,633.7155395995137,616.925572591549,627.1279725843061,27054458,HDFCBANK.NS
2022-03-08,631.5514526367188,634.50038171104,614.5236080739608,619.3750870184799,39212492,HDFCBANK.NS
2022-03-09,652.17041015625,653.8588885491644,627.2945441400525,632.5979142059786,23134694,HDFCBANK.NS
2022-03-10,662.42041015625,678.7348017766328,656.4987457268377,678.7348017766328,22273206,HDFCBANK.NS
2022-03-11,664.3704833984375,670.149432575976,652.9075731964616,660.1848501728542,15150780,HDFCBANK.NS
2022-03-14,686.1309204101562,689.6743966720176,673.0270836488999,673.0270836488999,25018126,HDFCBANK.NS
2022-03-15,677.3078002929688,689.436556548215,671.4812409154484,686.5827315469807,18867928,HDFCBANK.NS
2022-03-16,688.79443359375,692.0525387446689,683.1105308271242,688.2474388752825,13364108,HDFCBANK.NS
2022-03-17,703.96728515625,708.6047506498716,699.4487290342597,700.1383801652347,14823954,HDFCBANK.NS
2022-03-21,707.03515625,710.4359760473683,700.5189456092843,707.2729750042046,12257876,HDFCBANK.NS
2022-03-22,710.6737670898438,712.5049598135698,693.0989270027054,704.561836957358,10461814,HDFCBANK.NS
2022-03-23,703.5867919921875,722.3982788795391,700.8994284281059,716.785732994576,31188256,HDFCBANK.NS
2022-03-24,686.178466796875,699.0206795927611,682.3258145703531,697.2845910655177,20160044,HDFCBANK.NS
2022-03-25,680.5897216796875,690.6256614843303,674.9296237233227,690.1500239764209,16366462,HDFCBANK.NS
2022-03-28,681.4934692382812,683.966761144496,666.6535436173285,680.58974632828,15754886,HDFCBANK.NS
2022-03-29,690.530517578125,694.5496310648167,680.16159727628,685.3936095630206,12377448,HDFCBANK.NS
2022-03-30,702.4927978515625,705.2515186367268,691.6007453109708,700.1384153992661,20109742,HDFCBANK.NS
2022-03-31,699.3535766601562,706.1789630767555,697.237013039462,699.6627526430442,14295714,HDFCBANK.NS
2022-04-01,716.3101196289062,718.2126697474425,699.3298830454588,702.2312603639822,14568556,HDFCBANK.NS
2022-04-04,788.0361938476562,819.0952862089551,743.2073617126769,751.5072124484601,97450970,HDFCBANK.NS
2022-04-05,764.9440307617188,792.7450201895066,761.9712963036054,792.7450201895066,30922582,HDFCBANK.NS
2022-04-06,737.6423950195312,756.1685102240006,735.9776637926485,755.1696250388968,27027860,HDFCBANK.NS
2022-04-07,721.4231567382812,733.1238272791691,719.9724391818007,733.100080241604,40781732,HDFCBANK.NS
2022-04-08,720.4244384765625,725.7040037554764,712.1721384616357,719.211539479779,41256322,HDFCBANK.NS
2022-04-11,711.6251220703125,718.2126904332335,710.2457615824013,716.3101402599004,20799066,HDFCBANK.NS
2022-04-12,710.3645629882812,716.7143116143333,704.0148143622292,705.8460070134646,27435402,HDFCBANK.NS
2022-04-13,696.78515625,714.5502639320367,695.691224799288,708.6998992573039,28892520,HDFCBANK.NS
2022-04-18,663.7283325195312,680.9464450214841,661.15993644386,674.8582617385757,45620376,HDFCBANK.NS
2022-04-19,638.400634765625,660.9221170332797,631.1709679279387,656.8078410106541,74096022,HDFCBANK.NS
2022-04-20,644.1558837890625,646.8194421533099,635.142518406885,644.2271829644586,49325736,HDFCBANK.NS
2022-04-21,653.6924438476562,656.2847032867525,643.68030843123,649.2452444448392,52446270,HDFCBANK.NS
2022-04-22,644.7742309570312,654.1680722750773,641.7063920801837,646.8670477236759,20659148,HDFCBANK.NS
2022-04-25,649.6019897460938,651.9326253742684,628.9117561352901,642.11069826632,20935488,HDFCBANK.NS
2022-04-26,652.5984497070312,657.3072144691479,645.5114394033479,652.5746446077407,17016842,HDFCBANK.NS
2022-04-27,652.8362426757812,655.904081179801,645.0119713376686,646.8669691113338,18054334,HDFCBANK.NS
2022-04-28,652.2655029296875,655.9041415782432,647.8658558596376,652.5746789306378,20773722,HDFCBANK.NS
2022-04-29,658.5677490234375,668.1518573977863,652.3607137487355,656.5462894086016,28401476,HDFCBANK.NS
2022-05-02,667.65234375,668.9603468911126,647.8420880799416,647.8420880799416,19494316,HDFCBANK.NS
2022-05-04,644.9644775390625,667.6048118935288,642.1106524172083,665.8925284326605,29055916,HDFCBANK.NS
2022-05-05,643.5137939453125,654.001625047842,640.4459550013958,654.001625047842,17862912,HDFCBANK.NS
2022-05-06,626.699951171875,634.9760551888268,624.5120303093106,632.5978677162095,26731268,HDFCBANK.NS
2022-05-09,627.7700805664062,630.9330812402754,616.1883202011134,618.3286887390562,32762434,HDFCBANK.NS
2022-05-10,637.8536987304688,643.537543685614,625.4871236116026,625.4871236116026,20113812,HDFCBANK.NS
2022-05-11,641.4447631835938,644.4888549965599,631.9558176573953,643.5375799338344,17102924,HDFCBANK.NS
2022-05-12,626.985595703125,638.4133285913138,622.1498368180273,635.6706374563736,22382290,HDFCBANK.NS
2022-05-13,621.35595703125,634.1790892090257,619.262889083472,630.353829122959,16768238,HDFCBANK.NS
